admin_id,lan_name,east_west,mean_livespace_district,mean_vacancy_district,total_population,income_weighted_sum,mean_income_district,mean_green_area_district
03351,Niedersachsen,West,70.646070774115,3.899125390476,172308,3571250000,20725.967453629546,185680
03352,Niedersachsen,West,71.85813940003871,3.842853874510129,215382,4460476000,20709.604330909733,105164.51612903227
03353,Niedersachsen,West,66.49408872722142,3.1718605465780954,260929,6900236000,26444.879641588326,119471.42857142854
03354,Niedersachsen,West,75.61160406468277,5.426321779097242,46637,824697000,17683.320110641765,0
03355,Niedersachsen,West,69.12554331016744,2.584433543088,176629,4130322000,23384.166812924264,77316.27906976748
03356,Niedersachsen,West,70.08632027117272,3.99296891056,113025,2607657000,23071.506303915063,357300
03357,Niedersachsen,West,72.72640995265088,2.590233540974579,163496,3477176000,21267.651807995302,90678.94736842102
03358,Niedersachsen,West,71.40643336130455,3.3143097700662727,142771,2753644000,19287.138144301014,0
03359,Niedersachsen,West,69.87719416087755,4.007336648726633,287727,6632606000,23051.73306641365,81363.26530612244
03360,Niedersachsen,West,73.49407153592222,5.339572773836297,90540,1779039000,19649.20477137177,0
03361,Niedersachsen,West,71.87025764848181,3.707840383871818,136680,3154475000,23079.27275387767,285254.54545454547
03401,Niedersachsen,West,61.5101724138,2.60740740741,80845,0,0,1944900
03402,Niedersachsen,West,64.7331578947,2.85290322581,97840,0,0,NA
03403,Niedersachsen,West,58.6697727273,2.90051948052,172759,0,0,4841400
03404,Niedersachsen,West,60.0976271186,4.75560747664,164898,0,0,2495400
03405,Niedersachsen,West,67.3571794872,5.28219178082,150732,0,0,1692600
03451,Niedersachsen,West,68.87405470345,2.49508173133,125961,2757062000,21888.219369487382,373200
03452,Niedersachsen,West,61.82338751287333,5.064490201014666,230975,4387789000,18996.813507955405,NA
03453,Niedersachsen,West,70.36672557356923,1.778834049351923,175408,3403390000,19402.70683207151,0
03454,Niedersachsen,West,72.53723874972167,1.45627131978425,328946,6843333000,20803.818863886474,0
03455,Niedersachsen,West,68.78432662708889,3.8649003940422224,108736,2183364000,20079.495291347852,245500
03456,Niedersachsen,West,68.317640389968,1.268006865750956,142150,2675210000,18819.627154414353,0
03457,Niedersachsen,West,65.97783614346667,4.42775612366625,207616,3789267000,18251.3245607275,0
03458,Niedersachsen,West,72.48942984662666,2.119094269505333,130329,3016212000,23143.061022489237,191986.66666666666
03459,Niedersachsen,West,70.98691845949412,2.7579169863145,356158,7692938000,21599.789980851194,171461.76470588232
03460,Niedersachsen,West,73.47427493332,1.4936393697429,145112,3275897000,22574.955896135398,0
03461,Niedersachsen,West,70.10962645263334,2.909473302248889,88613,1684063000,19004.69457077404,0
03462,Niedersachsen,West,64.12026093499546,5.3197839457357725,77653,1492190000,19216.128159890795,0
04011,Bremen,West,57.50216,3.09439461883,1150142,0,0,17526800
04012,Bremen,West,57.454,4.29645833333,236266,0,0,3469800
05111,Nordrhein-Westfalen,West,57.0463020833,2.82824175824,611258,0,0,12701400
05112,Nordrhein-Westfalen,West,52.9097101449,3.90664948454,501415,0,0,22486100
05113,Nordrhein-Westfalen,West,56.238647343,4.40357142857,571039,0,0,19998300
05114,Nordrhein-Westfalen,West,59.9348818898,3.44826086957,230666,0,0,4936600
05116,Nordrhein-Westfalen,West,59.5847770701,3.62482269504,264089,0,0,4137900
05117,Nordrhein-Westfalen,West,61.3461111111,3.82902439024,171435,0,0,4766300
